가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재연도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
송림2길,37.6249894,127.0865789,37.6235509,127.0901114,회화나무,41,0.4,,회화나무가 식재되어 있음,화랑로51길,구도,태랑중학교~화랑로,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
송림길,37.6262915,127.0923124,37.6247712,127.0891614,은행나무,109,0.5,,은행나무가 식재되어 있음,화랑로51나길,구도,공릉동 비선아파트(노원길)~화랑로51길,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
철쭉길,37.6779516,127.0516464,37.6762653,127.055046,벚나무+살구나무,64,0.3,,"벚나무, 살구나무가 식재되어 있어 봄철 아름다운 경관을 볼 수 있음",동일로241길,구도,상계동 상록수아파트~수락산역 사거리,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
용동1길,37.6353155,127.0719306,37.6377569,127.0724315,은행나무,34,0.3,,은행나무가 식재되어 있음,공릉로62길,구도,청구하계빌라4단지~노원자동차 검사소 사거리,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
연촌길,37.6336668,127.0718724,37.6330464,127.0697419,은행나무+양버즘나무,38,0.2,,은행나무와 양버즘나무가 식재되어 있으며 주변에 아파트가 있음,공릉로59길,구도,하계동 청구빌라~하계 미성아파트(동1로),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
모꼬지길(한내길),37.6225162,127.0655635,37.6254853,127.0727028,은행나무,58,0.5,,은행나무가 식재되어 있고 주변 아파트 및 상가가 많음,마들로1길+동일로 191길,구도,월계 미성아파트~공릉역,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
나래길~산업대길,37.627956,127.0693406,37.629971,127.0762303,은행나무+벚나무,58,0.7,,"은행나무,벚나무가 식재되어 있고 주변 아파트 및 상가가 많음",동일로198길,구도,공릉동1차신도아파트~서울산업대 사거리(공릉길),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
"중평1,3길",37.6371774,127.0615317,37.6393897,127.069136,은행나무+느티나무,147,0.7,,"은행나무,느티나무가 식재되어 있으며 주변에 근린공원이 있어 산책 등의 공간으로 좋음",동일로203길+동일로204길,구도,중평중학교~홈플러스 중계점(공릉길),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
광운길,37.618376,127.0573706,37.6229967,127.0601237,벚나무,60,0.6,,벚나무가 식재되어 있어 봄철 아름다운 경관을 볼수 있음,광운로,구도,월계동 472-4(선곡초등학교)~월계동 383-4(성북역),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
상곡길,37.6648198,127.0611238,37.6611344,127.0618008,은행나무,111,1,,은행나무가 식재되어 있으며 주변에 아파트와 학교가 있음,노원로38길,구도,청원초등학교(한글비석길)~상계주공8단지아파트(노원길),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
석계역길,37.6149754,127.0648207,37.6230236,127.060308,양버즘나무+벚나무,108,0.9,,"양버즘나무, 벚나무가 식재되어 있고 아파트와 전철역이 있음",석계로,구도,월계동 47-13(석계역)~월계동379-46,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
원광길,37.654676,127.0746804,37.6545478,127.077842,느티나무,74,0.3,,느티나무가 식재되어 있고 아파트와 학교가 있음,덕릉로76길,구도,"원광초교 삼거리~중계주공4,5단지 삼거리",02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
늘푸른3길,37.6682711,127.0601292,37.6650258,127.0634815,느티나무+벚나무,66,0.4,,"느티나무, 벚나무가 식재되어 있으며 학교가 많음",한글비석로54길,구도,상원초등학교~청원초등학교(한글비석길),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
늘푸른2길,37.6676895,127.0574196,37.6687755,127.0604357,은행나무,86,0.3,,은행나무가 식재되어 있으며 주변 아파트와 상가가 많음,동일로228길,구도,"상계11,13단지 사거리~상원초교 삼거리",02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
늘푸른1길,37.6669148,127.0511288,37.6673177,127.0568075,은행나무,141,0.6,,은행나무가 식재되어 있으며 주변 아파트와 상가가 많음,동일로227길,구도,"상계8동 주민센터~상계11,13단지 사거리",02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
온곡길,37.667727,127.0667141,37.6590694,127.0651424,은행나무,226,1,,은행나무가 식재되어 있으며 주변 아파트와 상가가 많음,노원로34길+한글비석로52길,구도,온곡초등학교~상계초등학교(노원로),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
"느티울1,2길",37.6501725,127.0557406,37.6529053,127.0676527,은행나무+느티나무+메타,304,1,,"은행나무, 느티나무, 메타세콰이어가 식재되어 있으며 주변에 아파트가 많음",동일로215길+동일로216길,구도,상계동 730-4(상계주공3단지)~상계동 한양아파트,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
"당현1,2길",37.6477394,127.0567246,37.6489261,127.0617907,은행나무+양버즘나무+메타,313,1,,"은행나무, 양버즘나무, 메타세콰이어가 식재되어 있으며 주변 학교와 아파트가 있음",동일로213길,구도,상계동 742(당현초등학교)~상계동 763-6,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
체육회관길,37.647723,127.0703788,37.6480139,127.080464,느티나무,184,0.9,,느티나무가 식재되어 있으며 주변 상가가 많음,한글비석로8길+노원로22길,구도,구민체육센터삼거리~불암고등학교,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
"등나무1,2,3.길",37.6396916,127.0608426,37.6444948,127.0748288,은행나무+느티나무,283,1.3,,"은행나무, 느티나무가 식재되어 있으며 주변 상가와 아파트가 많음",동일로205길+노원로18길,구도,당현천 자전거 대여소~한글비 근린공원,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
"중현1,2길,경기공고길",37.6312918,127.0655599,37.6318282,127.0727089,은행나무,88,0.7,,은행나무가 식재되어 있음,공릉55길,구도,중현공원~한천중학교,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
공릉역길,37.6257372,127.0733487,37.6270327,127.0763746,은행나무,136,0.4,,은행나무가 식재되어 있음,공릉로192길,구도,공릉역~동부아파트 삼거리,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
공릉길,37.6189044,127.0784957,37.6460405,127.0663887,은행나무+양버즘나무+느티나무+벚나무,543,3.5,,은행나무 등 다양한 가로수가 식재되어 있으며 주변에 상가와 아파트가 많음,공릉로,구도,공릉동 661-11(화랑로)~중계동 514(당고개길),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
수락산길,37.6635952,127.0753693,37.6710869,127.0499755,은행나무+벚나무+메타+대왕참나무,513,2.6,,수락산과 연접해 있는 길로 은행나무 등 다양한 가로수가 식재되어 있음,수락산로,구도,상계5동 172(상계로)~상계8동 620(상경초등학교),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
섬밭길,37.6169979,127.0728417,37.6446555,127.0616852,은행나무+양버즘나무+느티나무+벚나무+대왕참나무,551,3.3,,은행나무 등 다양한 가로수가 식재되어 있으며 주변에 상가와 아파트가 많음,섬밭로,구도,공릉동 684-18(화랑로)~중계동 501(당고개길),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
무수동길,37.6368779,127.0802594,37.6513523,127.0731699,은행나무+느티나무+벚나무,493,2.5,,"은행나무, 느티나무, 벚나무 등이 식재되어 있으며 주변 상가와 아파트가 많음",중계로,구도,하계동 산34-13(노원길)~중계동 359-18(당고개길),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
노원교길,37.6787804,127.0519077,37.6783195,127.0550702,양버즘나무,55,0.44,,양버즘나무가 식재되어 있으며 주변 상가가 많음,동일로243길,시도,노원교~수락산역,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
당고개길,37.6454326,127.0573991,37.6774673,127.0922851,은행나무+양버즘나무+느티나무,822,4.81,,"은행나무, 양버즘나무, 느티나무가 식재되어 있으며 주변 상가와 아파트가 많음",덕릉로,시도,상계동 768(상천초등학교)~상계동 산156-1(남양주 시계),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
초안산길,37.6284769,127.0555092,37.6359385,127.0524217,양버즘나무+벚나무,158,1,,벚나무가 주로 식재되어 있어 봄철에 아름다운 경관을 볼 수 있다,초안산로,시도,월계동 596(월계로 분기점)~월계동 782-1(월계 배수지 앞),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
노원길,37.6219347,127.0870851,37.6610908,127.0590921,은행나무+양버즘나무+벚나무,1182,5.42,,"은행나무, 버즘나무, 느티나무 등이 식재되어 있으며 주변 상가와 아파트가 많음",노원길,시도,공릉동 70-2(화랑로 분기점)~상계동 670-2(동일로 마들역),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
한글비석길,37.6361555,127.0685665,37.6644005,127.0524644,은행나무+양버즘나무+느티나무+단풍+층층나무,1449,5.37,,은행나무 등 다양한 가로수가 식재되어 있으며 주변에 상가와 아파트가 많음,한글비석로,시도,하계동 187(동일로 하계역)~상계동 661(동부간선 분기점),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
노해길,37.6531369,127.0553802,37.6556628,127.0668053,은행나무+벚나무+메타,301,1.11,,"은행나무, 벚나무, 메타가 식재되어 있으며 주변에 아파트단지와 상가가 많음",노해로,시도,창동교~상계주공6단지(순복음교회 앞),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
월계로,37.624614,127.0502615,37.6357144,127.0678524,양버즘나무+느릅나무,250,2.08,,양버즘나무와 느립나무가 식재되어 있으며 주변에 아파트단지와 상가가 많음,월계로+한글비석로,시도,월계2교~하계역,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
화랑로,37.6151366,127.0664518,37.6408708,127.1115579,양버즘나무+느티나무+벚나무+소나무,1012,4.79,,수고가 높은 양버즘나무가 긴 거리로 식재되어 있어 장관을 이룸,화랑로,시도,석계역~구리시계,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
상계로,37.6545515,127.0552566,37.6704119,127.0810663,은행나무+느티나무+벚나무+메타,96,3.21,,양버즘나무가 식재되어 있음,상계로,시도,상계6동 799-2(동부간선 분기점)~상계동 65-16(당고개역),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
방학로,37.6612354,127.0582536,37.6617336,127.0524625,양버즘나무,147,0.55,,양버즘나무가 식재되어 있음,노원로,시도,상계동 666-3(동일로 분기점)~상계교,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
마들길,37.617831,127.069997,37.6400369,127.054804,은행나무+양버즘나무,289,30.9,,중랑천 변 도로의 가로수로 은행나무와 버즘나무가 식재되어 있음,마들로,시도,월릉교~월계동670-1(녹천마을 앞),02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
동1로,37.6173531,127.0757277,37.6888294,127.0554343,은행나무+양버즘나무+느티나무+벚나무+메타+단풍+소나무,1554,8.27,,길양쪽 버즘나무와 띠녹지 식재로 숲을 걷는 듯함,동1로,시도,묵동교~의정부시계,02-2116-3958,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
반송로,35.237476,129.172075,35.235518,129.157783,은행나무,252,2,,기장군 관내 조성된 가로수 구간임,,,안평역~반송경계,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
일광로,35.260111,129.226769,35.315301,129.261274,은행나무 외 기타,485,3,,기장군 관내 조성된 가로수 구간임,,,일광교차로~임랑교,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
장안산단 진입로,35.351631,129.255467,35.341175,129.259098,왕벚나무 외 기타,353,3,,기장군 관내 조성된 가로수 구간임,,,기룡교차로~반룡교,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
기장대로,35.197558,129.205996,35.251519,129.221146,왕벚나무 외 기타,1201,8,,기장군 관내 조성된 가로수 구간임,,,송정1호교~기장체육관,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
정관로,35.323242,129.196571,35.337166,129.161483,이팝나무,1088,8,,기장군 관내 조성된 가로수 구간임,,,달음교입구~eg1차,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
장곡길,35.310137,129.241097,35.302103,129.257308,왕벚나무,206,1,,기장군 관내 조성된 가로수 구간임,,,좌천마을~문중마을,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
대변로,35.235843,129.217788,35.227961,129.224218,왕벚나무,213,1,,기장군 관내 조성된 가로수 구간임,,,청강사거리~무양교차로,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
기장해안로,35.182464,129.208422,35.224244,129.226534,왕벚나무 외 기타,1991,14,,기장군 관내 조성된 가로수 구간임,,,송정2호교~연화리,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
철마로,35.283522,129.125725,35.287521,129.109011,왕벚나무 외 기타,267,2,,기장군 관내 조성된 가로수 구간임,,,신암마을~금정경계,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
곰내길,35.294346,129.168449,35.315875,129.171805,왕벚나무,511,4,,기장군 관내 조성된 가로수 구간임,,,웅천마을~정관곰내제,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
개좌로,35.274721,129.149985,35.251721,129.140991,왕벚나무,368,3,,기장군 관내 조성된 가로수 구간임,,,철마면사무소~개좌구길,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
곡천길,35.286927,129.210601,35.280833,129.201612,왕벚나무,90,1,,기장군 관내 조성된 가로수 구간임,,,일광화전~회룡,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
서편길,35.324373,129.202756,35.325411,129.200415,이팝나무,183,1,,기장군 관내 조성된 가로수 구간임,,,정관서편~예림,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
차성로,35.234292,129.213102,35.217584,129.211116,왕벚나무,435,3,,기장군 관내 조성된 가로수 구간임,,,대청중~연화과선교,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
반룡로,35.335894,129.269173,35.336908,129.274986,왕벚나무 외 기타,548,4,,기장군 관내 조성된 가로수 구간임,,,반룡마을~용소마을,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
장안로,35.340786,129.249412,35.370551,129.243469,왕벚나무,451,3,,기장군 관내 조성된 가로수 구간임,,,용소삼거리~장안사입구,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
차성로,35.234292,129.213102,35.254722,129.217859,왕벚나무 외 기타,306,2,,기장군 관내 조성된 가로수 구간임,,,대청중~교리이진캐스빌아파트,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
산단로,35.317339,129.176489,35.342341,129.160212,칠엽수,900,6,,기장군 관내 조성된 가로수 구간임,,,곰내터널~추모공원,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
소정안길,35.201791,129.206478,35.206666,129.203787,왕벚나무 외 기타,191,1,,기장군 관내 조성된 가로수 구간임,,,소정마을~LH1단지,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
고촌로,35.237923,129.172517,35.236381,129.168365,왕벚나무 외 기타,267,2,,기장군 관내 조성된 가로수 구간임,,,고촌LH1차~고촌LH2차,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
장안산단로,35.338915,129.258446,35.330248,129.268882,왕벚나무 외 기타,2241,16,,기장군 관내 조성된 가로수 구간임,,,장안산단1로~장안산단9로,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
정관산단로,35.316573,129.179999,35.316743,129.190962,칠엽수 외 기타,2205,15,,기장군 관내 조성된 가로수 구간임,,,산단로1로~산단로7로,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
명례산단로,35.374455,129.253591,35.362794,129.256376,왕벚나무 외 기타,1916,13,,기장군 관내 조성된 가로수 구간임,,,명례산단1로~명례산단7로,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
협동로,35.370551,129.243469,35.376439,129.261571,이팝나무,94,1,,기장군 관내 조성된 가로수 구간임,,,장안사입구~도야마을입구,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
정관산단 진입로,35.317339,129.176489,35.321269,129.211944,기타,733,5,,기장군 관내 조성된 가로수 구간임,,,곰내터널입구~환경관리공단,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
입석길,35.308052,129.114395,35.312476,129.114822,이팝나무,34,0,,기장군 관내 조성된 가로수 구간임,,,입석마을~삼동보건진료소,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
모전로,35.340124,129.162747,35.330649,129.170611,왕벚나무 외 기타,509,4,,기장군 관내 조성된 가로수 구간임,,,모전초등학교~정관성당,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
병산로,35.337265,129.172995,35.333878,129.165861,왕벚나무 외 기타,215,2,,기장군 관내 조성된 가로수 구간임,,,병산마을입구~휴먼시아2단지,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
정관3로,35.330536,129.170581,35.327906,129.164904,왕벚나무,124,1,,기장군 관내 조성된 가로수 구간임,,,롯데2차아파트~동일2차,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
용수로,35.324914,129.180739,35.326051,129.170293,왕벚나무 외 기타,293,2,,기장군 관내 조성된 가로수 구간임,,,정관읍사무소~동일1차,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
정관5로,35.319397,129.172537,35.331441,129.179812,이팝나무,294,2,,기장군 관내 조성된 가로수 구간임,,,해모로아파트~가동마을안,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
산단4로,35.320085,129.197241,35.318013,129.192249,왕벚나무 외 기타,994,7,,기장군 관내 조성된 가로수 구간임,,,강변공원~동원1차,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
방곡3로,35.324633,129.187417,35.326724,129.190752,왕벚나무 외 기타,286,2,,기장군 관내 조성된 가로수 구간임,,,서희아파트주변,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
정관로,35.344148,129.159262,35.350662,129.158308,기타,43,0,,기장군 관내 조성된 가로수 구간임,,,대명주유소~백운공원묘원입구,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
월평1길,35.357995,129.140299,35.364545,129.135818,왕벚나무,92,1,,기장군 관내 조성된 가로수 구간임,,,월평초등학교~월평리산 12-1앞,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
두송길,35.305982,129.110721,35.303689,129.114738,은행나무 외 기타,57,0,,기장군 관내 조성된 가로수 구간임,,,철마교~대우정밀 앞,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
가동길,35.325606,129.179712,35.327985,129.180433,칠엽수,139,1,,기장군 관내 조성된 가로수 구간임,,,정관읍사무소뒤~피올라어린이집,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
정관4로,35.326789,129.171878,35.325509,129.171238,이팝나무,101,1,,기장군 관내 조성된 가로수 구간임,,,롯데1차아파트~계룡리슈빌아파트 뒤,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
정관7로,35.322356,129.175279,35.322608,129.178636,기타,170,1,,기장군 관내 조성된 가로수 구간임,,,돌고래분수대 주변,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
구연로,35.322371,129.179376,35.320982,129.184257,이팝나무,98,1,,기장군 관내 조성된 가로수 구간임,,,중앙공원 주변,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
철마로,35.246494,129.179679,35.250565,129.184113,왕벚나무,52,0,,기장군 관내 조성된 가로수 구간임,,,철마안평수변공원 주변,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
안평로,35.238235,129.173646,35.234481,129.174803,왕벚나무,46,0,,기장군 관내 조성된 가로수 구간임,,,안평마을 내,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
차성로,35.256267,129.219469,35.254281,129.220311,왕벚나무,62,0,,기장군 관내 조성된 가로수 구간임,,,교리이진캐스빌아파트~부전아파트,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
읍내로,35.245299,129.210296,35.250057,129.208916,왕벚나무 외 기타,184,1,,기장군 관내 조성된 가로수 구간임,,,서부주공아파트~이진테마빌아파트,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
반송로,35.251834,129.207044,35.251299,129.219516,왕벚나무 외 기타,76,1,,기장군 관내 조성된 가로수 구간임,,,하영주유소~교리교차로,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
청강로,35.238738,129.222293,35.240688,129.220375,왕벚나무,11,0,,기장군 관내 조성된 가로수 구간임,,,우신아파트~기장대로입구,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
기장해안로,35.261479,129.233261,35.257524,129.240256,왕벚나무 외 기타,319,2,,기장군 관내 조성된 가로수 구간임,,,일광후동마을입구~학리마을입구,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
죽성로,35.241444,129.220431,35.242323,129.224946,왕벚나무,127,1,,기장군 관내 조성된 가로수 구간임,,,신천마을~기장군청뒷길,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
기장해안로,35.228055,129.224264,35.183735,129.210238,왕벚나무 외 기타,1098,5,,기장군 관내 조성된 가로수 구간임,,,무양마을교차로~공수마을 입구,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
동부산관광로,35.198938,129.206517,35.188497,129.216181,이팝나무 외 기타,1366,7,,기장군 관내 조성된 가로수 구간임,,,동부산관광1로~동부산관광10로,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
해맞이로,35.312229,129.243941,35.317142,129.260635,기타,329,2,,기장군 관내 조성된 가로수 구간임,,,좌천삼거리~임랑삼거리,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
해맞이로,35.323658,129.271685,35.331468,129.219688,호랑가시나무,67,1,,기장군 관내 조성된 가로수 구간임,,,문화예절학교입구~월내교,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
내덕길,35.321981,129.233654,35.331955,129.219727,이팝나무,120,2,,기장군 관내 조성된 가로수 구간임,,,부산프리미엄아울렛~내덕마을 입구,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
방모산2길,35.340092,129.258504,35.341213,129.250752,왕벚나무,150,0,,기장군 관내 조성된 가로수 구간임,,,반룡마을~용수마을,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
기장대로,35.197558,129.205996,35.251519,129.221146,왕벚나무,25,0,,기장군 관내 조성된 가로수 구간임,,,송정1호교~기장체육관,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
기장해안로,35.182102,129.206571,35.220604,129.226604,왕벚나무 외 기타,27,0,,기장군 관내 조성된 가로수 구간임,,,송정2호교~연화리,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
정관산단로,35.313571,129.174564,35.357781,129.140651,이팝나무 외 기타,65,0,,기장군 관내 조성된 가로수 구간임,,,곰내터널입구~월평리,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
장안교차로,35.321927,129.242121,35.312431,129.243937,이팝나무,131,0,,기장군 관내 조성된 가로수 구간임,,,장안교차로~좌천교차로,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
정관로,35.322104,129.192217,35.324511,129.215497,느티나무,84,1,,기장군 관내 조성된 가로수 구간임,,,농공단지~예림교차로,051-709-2741,부산광역시 기장군,2021-09-10,3400000,부산광역시 기장군
공검 치안센터-공검중학교입구,36.510972,128.153773,36.498994,128.133384,왕벚나무,150,600,2008,양쪽에 왕벚나무가 조성되어 있어 벚꽃이 피면 장관임,,,공검 치안센터-공검중학교입구,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
공검면 역곡리,36.533242,128.170374,36.535292,128.171155,왕벚나무,145,800,2009,양쪽에 왕벚나무가 조성되어 있어 벚꽃이 피면 장관임,,,공검면 역곡리,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
공검면 역곡리,36.529754,128.172018,36.532633,128.170333,왕벚나무,56,300,2009,양쪽에 왕벚나무가 조성되어 있어 벚꽃이 피면 장관임,,,공검면 역곡리,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
공성교-공성보건소,36.285066,128.092715,36.286246,128.091467,왕벚나무,107,500,2002,벚꽃이 아름답게 봄의 정취를 느끼게 함,,,공성교-공성보건소,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
공성농협 농기계수리~모동면계(천지상판휴게소),38.282608,128.088689,36.296947,128.018685,왕벚나무,1272,8800,2002,벚꽃이 아름답게 봄의 정취를 느끼게 함,,,공성농협 농기계수리~모동면계(천지상판휴게소),054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
낙동 운평리,36.369336,128.227132,36.704553,128.232864,산수유,70,700,2014,봄이면 노란 산수유가 피어 아름다운 경치를 이룸,,,낙동 운평리,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
상주여자중학교내,36.410897,128.160372,36.411623,128.159943,소나무,24,140,2015,도심 속 곧게 뻗은 소나무가 좋은 경치를 자아냄,,,상주여자중학교내,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
상영초등학교내,36.409134,128.160523,36.408536,128.160052,소나무,24,140,2015,도심 속 곧게 뻗은 소나무가 좋은 경치를 자아냄,,,상영초등학교내,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
삼백주유소~무양청사사거리,36.400117,128.149634,36.416198,128.151334,이팝나무,266,1600,,이팝나무가 양쪽으로 식재,,,삼백주유소~무양청사사거리,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
삼백주유소~무양청사사거리,36.399695,128.149616,36.416196,128.151343,조형소나무,87,1600,,조형 소나무가 잘 가꿔져 있어  깔끔한 모습임,,,삼백주유소~무양청사사거리,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
화개교~상주원예농협,36.418842,128.185701,36.416163,128.172644,메타세쿼이아,147,900,,양쪽으로 쭉쭉 뻗은 메타세콰이어 가로수길이 명품임,,,화개교~상주원예농협,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
